birthYear, deathYear, genre 
1947,2012,Funk
1947,2012,Rock music
1947,2012,World music
1917,1988,Big band
1917,1988,Swing music
1931,1999,Blues
1931,1999,Jazz
1930,2016,Folk music
1908,1995,Western swing
1949,1995,Hard rock
1949,1995,Southern rock
1949,1995,Blues rock
1914,1966,Jazz
1933,2009,Blues
1933,2009,Rock and roll
1933,2009,Rockabilly
1933,2009,Country blues
1912,1986,Mainstream jazz
1942,2012,Contemporary R&B
1929,2008,Christian music
1932,1991,Rhythm and blues
1932,1991,Jump blues
1932,1991,Soul blues
1950,2000,Reggae
1952,2011,Pop music
1952,2011,Gospel music
1952,2011,Soukous
1927,1996,Pop music
1927,1996,Jazz
1945,2004,Jazz
1905,1972,Country blues
1905,1972,Texas blues
1942,2003,Blues
1942,2003,Country music
1890,1924,Jazz
1915,1986,Calypso music
1915,1986,Goombay
1919,2006,Folk music
1913,1985,Blues
1913,1985,Boogie-woogie
1913,1985,Jazz
1913,1998,Blues
1913,1998,Jazz
1927,2013,Country music
1926,2011,Pop music
1926,2011,Musical theatre
1934,2009,Instrumental rock
1934,2009,Surf music
1950,2015,Southern rock
1908,1977,Jazz
1946,2008,Country music
1946,2008,Folk music
1946,2008,Bluegrass music
1946,2008,Red Dirt (music)
1925,1993,Jazz
1908,1971,Western swing
1926,2011,Traditional pop music
1926,2011,Barbershop music
1926,2011,Jazz
1924,1997,Rhythm and blues
1924,1997,East Coast blues
1924,1999,Country music
1928,1955,Cool jazz
1928,1955,Jazz
1920,1998,Jazz
1943,1981,Blues
1943,1981,Electric blues
1943,1981,Blues rock
1943,1981,Boogie rock
1944,2010,Blues
1944,2010,Folk music
1944,2010,Blues rock
1944,2010,Jazz
1935,2003,Psychedelic rock
1935,2003,Rock music
1946,1998,Rock music
1923,2014,Folk music
1937,2007,Rhythm and blues
1937,2007,Soul music
1937,2007,Northern soul
1879,1930,Novelty song
1879,1930,Vaudeville
1924,2013,Big band
1924,2013,Exotica
1924,2013,Space age pop
1924,2013,Jazz
1924,2013,Easy listening
1924,2013,Film score
1943,2000,Country music
1943,2000,Adult Contemporary (chart)
1938,2013,Rhythm and blues
1934,1998,Jazz
1918,2006,Big band
1918,2006,Jazz
1938,2010,Rhythm and blues
1938,2010,Swamp pop
1927,2002,Folk music
1927,2002,Folk music of Ireland
1932,1996,Jazz
1939,2006,Rock and roll
1939,2006,Rhythm and blues
1939,2006,Jazz
1926,2012,Country music
1922,1990,Big band
1922,1990,Swing music
1922,1990,Film score
1922,1990,Popular music
1934,2008,Country music
1937,2013,Blues
1937,2013,Blues rock
1933,2011,Rockabilly
1924,2007,Big band
1924,2007,Swing music
1937,1990,Jazz
1941,2000,Rhythm and blues
1936,2013,Pop music
1936,2013,Rhythm and blues
1936,2013,Soul music
1932,2013,Jazz
1923,2007,Swing music
1923,2007,Jazz
1916,1984,Detroit blues
1916,1984,Electric blues
1875,1961,Concert band
1960,1998,Rock music
1960,1998,New Wave music in Yugoslavia
1923,1987,Samba
1923,1987,Bossa nova
1923,1987,Jazz
1834,1910,Ottoman classical music
1917,1990,Popular music
1920,1976,Rhythm and blues
1920,1976,Jazz
1931,2006,Chicago blues
1931,2006,Soul blues
1924,1990,Rhythm and blues
1924,1990,Country blues
1924,1990,Louisiana blues
1924,1990,Electric blues
1925,1992,Boogie-woogie
1925,1992,Detroit blues
1925,1992,Jazz
1914,1995,Blues
1914,1995,Gospel music
1914,1995,Boogie-woogie
1914,1995,Jazz
1926,2012,Free jazz
1910,1959,Jazz
1926,2013,Jazz
1909,1995,Bluegrass music
1909,1995,Gospel music
1909,1995,Old-time music
1921,1999,Atonality
1921,1999,Contemporary classical music
1903,1954,Dixieland
1958,1996,Rock music
1907,2006,Samba
1955,2003,Disco
1955,2003,Funk
1955,2003,Rhythm and blues
1955,2003,Soul music
1939,2012,Bebop
1939,2012,Modal jazz
1939,2012,Jazz fusion
1939,2012,Jazz
1939,2012,Ethno jazz
1942,2008,Progressive rock
1919,2007,Big band
1919,2007,Jazz
1919,2007,Easy listening
1919,2007,Classical music
1934,1997,Film score
1957,2014,Punk rock
1997,0020,Hymn
1997,0020,Children's song
1957,2015,Christian rock
1957,2015,Southern rock
1957,2015,Folk rock
1957,2015,Blues rock
1941,2015,Rock and roll
1941,2015,Folk rock
1884,1952,Folk ragtime
1925,2000,Pop music
1925,2000,Jazz
1951,2001,Punk rock
1951,2001,Psychobilly
1951,2001,Garage punk
1915,2013,Hmong music
1950,2010,Rock and roll
1890,1949,Jazz
1890,1949,Dixieland
1938,2014,Blues
1938,2014,Funk
1938,2014,Rhythm and blues
1938,2014,Jazz
1926,2003,Swing music
1926,2003,Jazz
1927,2005,Jazz
1917,2015,Big band
1917,2015,Jazz
1938,2011,Country music
1938,2011,Folk jazz
1937,2014,Folk music
1937,2014,Bluegrass music
1937,2014,Classic rock
1930,2009,Jazz
1919,2010,Rhythm and blues
1919,2010,Big band
1919,2010,Swing music
1906,2001,Country music
1922,1950,Swing music
1922,1950,Vocal jazz
1913,2001,Big band
1913,2001,Swing music
1918,1986,Australian country music
1918,2001,Traditional pop music
1948,2014,Reggae
1879,1951,Old-time music
1959,2014,Southern rock
1902,1965,Ottoman classical music
1653,1725,Ottoman classical music
1959,2009,Country music
1932,1996,Chicago blues
1932,1996,Soul blues
1911,1976,Blues
1911,1976,Rhythm and blues
1916,1964,Blues
1916,1964,Piano blues
1904,1991,Big band
1904,1991,Swing music
1904,1991,Jazz
1897,1949,Jazz
1918,2011,Jazz
1942,2012,Free jazz
1942,2012,Jazz
1935,2008,Reggae
1935,2008,Ska
1935,2008,Soca music
1935,2008,Calypso music
1935,2008,Rocksteady
1935,2008,Mas_music
1948,2011,Makossa
1873,1943,Ottoman classical music
1902,1963,Folk music
1901,1990,Hindustani classical music
1949,1988,Blues
1949,1988,Rock music
1949,1988,Progressive country
1919,1977,Blues
1941,2002,Rhythm and blues
1916,1972,Country blues
1916,1972,Piedmont blues
1968,2005,Dancehall
1955,2006,Blues
1977,2011,Harmonic
1911,1985,Mugham
1849,1926,Hindustani classical music
1964,2009,Punk rock
1964,2009,Hard rock
1964,2009,Alternative rock
1964,2009,Pop punk
1958,2007,Blues
1958,2007,Electric blues
1949,2015,Rock music
1949,2015,Hard rock
1949,2015,Pop rock
1873,1930,Ghazal
1873,1930,Thumri
1873,1930,Dadra
1946,1984,Rhythm and blues
1946,1984,Soul music
1918,2005,Jazz
1918,2005,Popular music
1908,1970,Jazz
1937,2010,Soul jazz
1935,2011,Jazz
1940,1998,Disco
1940,1998,Funk
1940,1998,Pop music
1940,1998,Rhythm and blues
1940,1998,Soul music
1940,1998,Jazz
1940,1998,Dance music
1943,1994,Reggae
1907,1963,Jazz
1929,2001,Jazz
1955,1980,Reggae
1918,2008,Pop music
1918,2008,Easy listening
1918,2008,Music of Hawaii
1941,2015,Gospel music
1950,1995,Reggae
1950,1995,Ska
1950,1995,Dub music
1950,1995,Rocksteady
1929,2011,Blues
1945,2013,Southern gospel
1927,1997,Blues
1927,1997,Jazz
1934,2004,Tagalog language
1941,1992,Folk music
1946,2003,Reggae
1946,2003,Lovers rock
1868,1912,Vaudeville
1917,2007,Electronic music
1917,2007,Jazz
1917,2007,Musical theatre
1917,2007,Soundtrack
1917,2007,Easy listening
1917,2007,Film score
1952,2011,Rock music
1952,2011,Folk rock
1952,2011,Roots rock
1952,2011,Heartland rock
1828,1897,Minstrel show
1956,1998,Smooth jazz
1956,1998,Jazz
1936,2013,Pop music
1936,2013,Rock music
1936,2013,Rhythm and blues
1936,2013,Soul music
1915,1998,Jazz
1909,1998,Country music
1909,1998,Swamp blues
1909,1998,Cajun music
1909,1998,Swamp pop
1914,2007,Classical music
1947,2007,Country music
1947,2007,Rock music
1947,2007,Southern rock
1935,2010,Country music
1953,1980,New wave music
1953,1980,No wave
1953,1980,Punk rock
1925,2014,Bluegrass music
1913,1998,Jazz
1907,1968,Jazz
1944,1980,Pop music
1944,1980,Rock and roll
1944,1980,Rhythm and blues
1944,1980,Soul music
1944,1980,Doo-wop
1931,2005,Jazz
1893,1958,Romantic music
1932,1993,Pop music
1932,1993,Film score
1932,1993,Chanson
1951,2007,Reggae
1951,2007,Rhythm and blues
1951,2007,Dance music
1943,2001,Blues
1943,2001,Psychedelic rock
1943,2001,Hard rock
1943,2001,Blues rock
1908,1980,Folk music
1908,1980,Opera
1908,1980,Easy listening
1908,1980,Lied
1908,1980,Romantic music
1908,1980,Middle of the road (music)
1908,1980,Martial music
1908,1980,Russian traditional music
1925,1971,Rhythm and blues
1925,1971,Traditional pop music
1925,1971,Jazz
1919,1990,Jazz
1998,2013,Pop music
1932,1997,Jazz
1932,1997,Classical music
1925,2010,Classical music
1955,2007,Pop music
1918,2014,Jazz
1918,2014,Popular music
1904,1974,Swing music
1904,1974,British dance band
1974,2011,Indie rock
1974,2011,Experimental rock
1951,2015,Folk music
1930,2009,Jazz
1956,2002,TPOK Jazz
1934,2008,Country music
1942,1987,Blues
1942,1987,Country blues
1929,1977,Opera
1929,1977,Light music
1948,1990,New wave music
1917,2010,Kroncong
1905,1994,Playback singer
1916,1970,Tarana
1916,1970,Ghazal
1916,1970,Thumri
1916,1970,Khyal
1930,1994,Qawwali
1930,1994,Ghazal
1928,2015-02-03,Hindustani classical music
1947,2013,Progressive rock
1947,2013,Beat music
1947,2013,Pop rock
1947,2013,Experimental music
1933,1974,Folk music
1933,1974,Protest song
1961,1996,Cumbia
1929,2014,Jazz
1919,1972,Rebetiko
1919,1972,Laïko
1925,1992,Rebetiko
1925,1992,Laïko
1936,2005,Music of Greece
1936,2005,Greek New Wave
1887,1930,Old-time music
1919,1988,Classical music
1919,1988,Patriotic song
1919,1988,Qawwali
1919,1988,Ghazal
1919,1988,Playback singer
1919,1988,Bhajan
1919,1988,Filmi Devotional songs
1910,1972,Piedmont blues
1943,2012,Soul music
1943,2012,Gospel music
1943,2012,Contemporary R&B
1943,2012,Traditional black gospel
1943,2012,Urban contemporary gospel
1943,2012,Christian R&B
1890,1949,Hindustani classical music
1903,1964,Film score
1903,1964,Indian classical music
1937,1991,Folk music
1955,1991,Rhythm and blues
1955,1991,Soul music
1955,1991,Gospel music
1955,1991,Jazz
1947,1994,Soul blues
1942,2014,Garage rock
1942,2014,Krautrock
1942,2014,Proto-punk
1924,1987,Folk music
1924,1987,Pop music
1924,1987,Rock music
1924,1987,Rhythm and blues
1924,1987,Samba
1924,1987,Bebop
1924,1987,Progressive rock
1924,1987,Doo-wop
1924,1987,Bossa nova
1924,1987,Jazz
1580,1634,Baroque music
1951,2004,Jazz
1951,2004,Opera
1951,2004,Easy listening
1951,2004,Classical music
1951,2004,Experimental music
1934,2015,Reggae
1934,2015,Ska
1934,2015,Rocksteady
1934,2015,Boogie
1950,2010,Reggae
1950,2010,Ska
1950,2010,Rocksteady
1930,1987,Music hall
1926,1999,Southern gospel
1931,1996,Folk music
1931,1996,Protest song
1935,2008,Country music
1970,2005,Jazz
1947,2014,Rock music
1947,2014,Blues rock
1915,1993,Big band
1940,2003,Country music
1940,2003,Pop music
1940,2003,Rock and roll
1940,2003,Broadway theatre
1942,2000,Rock and roll
1942,2000,Rhythm and blues
1942,2000,Soul music
1942,2000,Doo-wop
1947,2006,Pop music
1947,2006,Folklore
1929,1998,Chicago blues
1929,1998,Electric blues
1983,2013,Pop music
1983,2013,Rhythm and blues
1983,2013,Electropop
1983,2013,Hip hop music
1933,2005,Country music
1948,1988,Pop music
1933,1989,Chicago blues
1933,1989,Electric blues
1926,2004,Indian classical music
1880,1963,Hindustani classical music
1937,2004,Jazz
1926,1990,Australian country music
1930,1990,Blues
1930,1990,Rock and roll
1930,1990,Rhythm and blues
1930,1990,Boogie-woogie
1930,1990,Jump blues
1930,1990,Electric blues
1930,1990,Texas blues
1933,1999,Gagaku
1938,2008,Classical music
1881,1955,Hindustani classical music
1929,2001,Country music
1929,2001,Rockabilly
1958,2008,Heavy metal music
1948,2008,Blues
1948,2008,Rock music
1942,1998,Canadian_Fiddling
1938,2005,Rhythm and blues
1950,2003,Soul music
1950,2003,Jazz
1938,1999,Classical music
1903,1972,Satire
1903,1972,Lyric poetry
1903,1972,Parody
1903,1972,Memoir
1903,1972,Sketch story
1929,1991,Big band
1929,1991,Afro-Cuban jazz
1929,1991,Descarga
1929,1991,Cha-cha-chá (music)
1927,2015,Danzón
1927,2015,Cha-cha-chá (music)
1925,1996,Blues
1925,1996,Gospel music
1925,1996,Chicago blues
1925,1996,Piedmont blues
1925,1996,Texas blues
1928,1975,Blues
1888,1937,Thumri
1888,1937,Bhajan
1888,1937,Khyal
1951,2004,Blues
1951,2004,Heavy metal music
1951,2004,Rock music
1951,2004,Beat music
1951,2004,Pop rock
1951,2004,Jazz
1935,1989,Schlager music
1880,1965,Mugham
1880,1965,Music of Azerbaijan
1929,2003,Folk music
1929,2003,Ethnic group
1889,1982,Hindustani classical music
1889,1982,Thumri
1889,1982,Bhajan
1889,1982,Tappa
1889,1982,Abhang
1889,1982,Devaranama
1915,1996,Big band
1915,1996,Swing music
1958,2008,Heavy metal music
1958,2008,Punk rock
1958,2008,Groove metal
1945,1996,Country music
1913,2000,Big band
1913,2000,Swing music
1917,2004,Folk music of Ireland
1947,2010,Pop music
1947,2010,Humour
1947,2010,Children's song
1920,2009,Romantic music
1927,1998,Swing music
1927,1998,Jazz
1956,2003,Heavy metal music
1956,2003,Hard rock
1927,1999,Rhythm and blues
1927,1999,Soul music
1951,2013,Rock music
1939,2011,Folk music
1939,2011,Jazz
1926,1985,Joropo
1935,2003,Folk music
1935,2003,Skiffle
1942,2010,Benares gharana
1939,2012,Music of Polynesia
1929,2008,Blues
1929,2008,Rhythm and blues
1929,2008,Soul music
1650,1745,Carnatic music
1902,1984,Hindustani classical music
1911,1992,Conjunto
1941,1997,Music of Punjab
1923,1981,Instrumental
1873,1917,Vaudeville
1925,2015,Jazz
1925,1992,Jazz
1933,1988,Country music
1905,1962,Big band
1905,1962,Jazz
1925,2010,Contemporary Christian music
1913,1981,Louisiana blues
1913,1981,Swamp blues
1913,1981,Cajun music
1978,0008,Drum and bass
1978,0008,Pop music
1978,0008,Reggae
1978,0008,Rhythm and blues
1978,0008,Trance music
1978,0008,Alternative rock
1978,0008,Dancehall
1978,0008,Hip hop music
1978,0008,Electronic dance music
1978,0008,Dance music
1980,2012,Pop music
1980,2012,Contemporary R&B
1980,2012,Hip hop music
1896,1982,Jazz
1921,1963,Arabs
1926,2015,Turkish folk music
1944,2012,Democratic Republic of the Congo
1926,2005,Electric blues
1899,1990,Blues
1899,1990,Jazz
1899,1990,Waltz
1927,2014,Carnatic music
1943,2010,Rock and roll
1887,1961,Folk music of Ireland
1919,2011,Pop music
1959,1990,Rock and roll
1959,1990,Rock music
1959,1990,Pop rock
1940,2008,Carnatic music
1899,1934,Folk music
1981,2013,Rhythm and blues
1981,2013,Music of Vietnam
1936,2002,Bebop
1936,2002,Hard bop
1936,2002,Jazz
1939,1985,Jazz
1977,2012,Punk rock
1977,2012,Rock and roll
1977,2012,Rhythm and blues
1977,2012,Rockabilly
1977,2012,Jump blues
1977,2012,Texas blues
1977,2012,Swing revival
1897,1982,Traditional pop music
1897,1982,Jazz
1933,2008,Folk music
1961,2008,Alternative rock
1943,2007,Blues
1943,2007,Country music
1943,2007,Mod (subculture)
1943,2007,Psychedelic music
1949,1990,Reggae
1957,1996,Reggae
1957,1996,Dancehall
1915,2003,Folk music
1974,2008,Mandopop
1963,1992,Punk rock
1963,1992,Rock music
1975,1995,Heavy metal music
1975,1995,Pop rock
1934,1998,Pop music
1934,1998,Rock music
1934,1998,Rhythm and blues
1934,1998,Progressive rock
1934,1998,Jazz
1947,1997,Meykhana
1920,1972,Flamenco
1919,1996,Mambo (music)
1919,1996,Bolero
1919,1996,Son (music)
1919,1996,Canción
1919,1996,Guaracha
1929,2002,Jazz
1954,1994,Smooth jazz
1954,1994,Post-disco
1928,2003,Samba
1923,2013,Carnatic music
1910,2001,Film score
1910,2001,Classical music
1910,2001,Popular music
1945,2009,Folk music
1945,2009,Dance_folk
1964,2010,Benga music
1906,1978,Blues
1906,1978,Rhythm and blues
1906,1978,Jazz
